"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.mychef.ae/catering","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/our-chefs","https://www.mychef.ae/team-head-chef.webp","Ahmed Al-Rashid","15","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[1]/div[1]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/locations/jumeirah-islands","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/private-chef-dubai/our-chefs","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/chefs/ahmed-executive-chef","https://www.mychef.ae/team-head-chef.webp","Chef Ahmed Al-Rashid, independent partner chef in the myCHEF Dubai network","74","Root-Relative","//body/div/div/main/div/section[1]/div[1]/picture/img","Content","HTML","","1344x752",""
"Image","https://www.mychef.ae/chefs/ahmed-executive-chef","https://www.mychef.ae/team-head-chef.webp","Chef Ahmed Al-Rashid, independent partner chef in the myCHEF Dubai network","74","Root-Relative","//body/div/div/main/div/section[2]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/case-studies/corporate-gala-dinner-downtown-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/mirdif","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/case-studies/product-launch-difc","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/dubai-internet-city","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/case-studies/family-eid-gathering-arabian-ranches","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/private-dining-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/menu-mains.webp","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/meydan","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/dubai-harbour","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/case-studies/intimate-anniversary-dinner-palm-jumeirah","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/private-chef-dubai/how-it-works","https://www.mychef.ae/team-head-chef.webp","Ahmed Al-Rashid","15","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[@class='relative']/div[4]/div[2]/div[2]/div/figure[@class='text-center'][1]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/romantic-dinner-dubai-hero.webp","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/al-barari","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/luxury-dining-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/dubai-media-city","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/dubai-creek-harbour","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/case-studies/villa-wedding-reception-emirates-hills","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/event-catering-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/yacht-catering-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/jumeirah-golf-estates","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/case-studies/yacht-birthday-celebration-dubai-marina","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/mall-of-the-emirates","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/dwtc","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/dessert-table-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/dubai-mall","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/images/eid-catering-dubai-hero.webp","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/images/business-lunch-catering-dubai-hero.webp","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/live-cooking-station-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/villa-catering-dubai","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/locations/city-walk","https://www.mychef.ae/team-head-chef.webp","Chef in the myCHEF network","26","Root-Relative","//body/div/div/main/div/section[11]/div/div/div[1]/img","Content","HTML","","800x1000",""
"Image","https://www.mychef.ae/","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/catering","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/villas-private-residences","https://www.mychef.ae/loc-dubai-marina.webp","Jumeirah Islands","16","Root-Relative","//body/div/div/main/div/div[1]/section[3]/div/div[2]/a[4]/img","Content","HTML","","400x256",""
"Image","https://www.mychef.ae/locations","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/div[1]/section[2]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/locations","https://www.mychef.ae/loc-dubai-marina.webp","JVC","3","Root-Relative","//body/div/div/main/div/div[1]/section[2]/div/div/a[11]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/locations","https://www.mychef.ae/loc-dubai-marina.webp","JLT","3","Root-Relative","//body/div/div/main/div/div[1]/section[2]/div/div/a[12]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/locations/jumeirah-islands","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/private-chef-dubai/our-chefs","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies/corporate-gala-dinner-downtown-dubai","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/mirdif","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies/product-launch-difc","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/dubai-internet-city","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies/family-eid-gathering-arabian-ranches","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/private-dining-dubai","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/menu-mains.webp","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/meydan","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/dubai-harbour","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies/intimate-anniversary-dinner-palm-jumeirah","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/romantic-dinner-dubai-hero.webp","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/al-barari","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/luxury-dining-dubai","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/dubai-media-city","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/dubai-creek-harbour","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies/villa-wedding-reception-emirates-hills","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/event-catering-dubai","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/yacht-catering-dubai","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/locations/jumeirah-golf-estates","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies/yacht-birthday-celebration-dubai-marina","https://www.mychef.ae/loc-dubai-marina.webp","Dubai Marina","12","Root-Relative","//body/div/div/main/div/section[6]/div/div[2]/a[3]/img","Content","HTML","","800x600",""
